run_id,timestamp_utc,phase,script,argv,out_dir,manifest,git_sha,git_dirty,headline_metric,headline_value,notes
M3_class_dev_blind_continuous_20260919_145825,2026-09-19T15:04:24.037589+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M3_class --split dev --seed 42 --feedback-protocol blind,results\M3_class_dev_blind_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M3_class_dev_blind_continuous\manifest_M3_class_dev_blind_continuous_20260919_145825.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.0604,details=M3_class_dev_blind_continuous_20260919_150423_details.json
M4_intersection_dev_blind_continuous_20260919_150834,2026-09-19T15:14:17.960232+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split dev --seed 42 --feedback-protocol blind,results\M4_intersection_dev_blind_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_blind_continuous\manifest_M4_intersection_dev_blind_continuous_20260919_150834.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.05062,details=M4_intersection_dev_blind_continuous_20260919_151416_details.json
retriever_ladder_20260919_153549,2026-09-19T15:38:14.610098+00:00,P2-ladder,11_retriever_ladder.py,experiments/11_retriever_ladder.py --feedback-protocol blind --retrievers dense_minilm bm25 hybrid_rrf --tag blind,results\retriever_ladder_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\retriever_ladder_blind\manifest_retriever_ladder_20260919_153549.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_cells,153,
learn_blend_20260919_153739,2026-09-19T15:42:31.796464+00:00,P3-blend,12_learn_blend.py,experiments/12_learn_blend.py --lift laplace_eb --feedback-protocol blind --tag eb_blind,results\blend_eb_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\blend_eb_blind\manifest_learn_blend_20260919_153739.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,dev_gain M6_blend (proxy_top1),-0.01796,
feedback_volume_20260919_153640,2026-09-19T16:12:00.366684+00:00,P3-volume,13_feedback_volume_curve.py,experiments/13_feedback_volume_curve.py --feedback-protocol blind --tag blind,results\feedback_volume_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\feedback_volume_blind\manifest_feedback_volume_20260919_153640.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,fractions,8,
proxy_validation_20260919_161218,2026-09-19T16:12:40.573795+00:00,P1.1-proxy,07_validate_proxy.py,experiments/07_validate_proxy.py,results\proxy_validation,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\proxy_validation\manifest_proxy_validation_20260919_161218.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,pooled_spearman_changed(primary),0.4467124879554982,config_selection=True per_ticket=False
retriever_ladder_20260919_172216,2026-09-19T17:25:26.926934+00:00,P2-ladder,11_retriever_ladder.py,experiments/11_retriever_ladder.py --limit 8 --retrievers dense_minilm --routings M4_intersection semantic_intersection_tau0.7 semantic_backoff_tau0.7 --semantic-taus 0.7 --sim-models minilm --lambdas 1.0 --kappas 2.0 --tag semtest,results\retriever_ladder_semtest,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\retriever_ladder_semtest\manifest_retriever_ladder_20260919_172216.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_cells,12,
gate_pilot_20260919_173339,2026-09-19T17:34:09.212366+00:00,P5-gate-pilot,16_gate_pilot.py,experiments/16_gate_pilot.py --runs results/M2_team_dev_blind_continuous results/M4_intersection_dev_blind_continuous --feedback-protocol blind --tag blind,results\gate_pilot_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_pilot_blind\manifest_gate_pilot_20260919_173339.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,max_oof_auc,0.6415490116982654,
rescore_20260919_161338,2026-09-19T20:04:52.162653+00:00,P1.2-rescore,08_rescore.py,experiments/08_rescore.py --runs *blind* --force,results\rescored,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\rescored\manifest_rescore_20260919_161338.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_runs,5,
retriever_ladder_20260920_084319,2026-09-20T08:46:18.121619+00:00,P2-ladder,11_retriever_ladder.py,experiments/11_retriever_ladder.py --routings M4_intersection M5_backoff semantic_intersection_tau0.6 semantic_intersection_tau0.7 semantic_backoff_tau0.6 semantic_backoff_tau0.7 --tag semantic,results\retriever_ladder_semantic,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\retriever_ladder_semantic\manifest_retriever_ladder_20260920_084319.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_cells,360,
retriever_ladder_20260920_091523,2026-09-20T09:17:32.960858+00:00,P2-ladder,11_retriever_ladder.py,experiments/11_retriever_ladder.py --feedback-protocol blind --routings M4_intersection M5_backoff semantic_intersection_tau0.6 semantic_intersection_tau0.7 semantic_backoff_tau0.6 semantic_backoff_tau0.7 --tag semantic_blind,results\retriever_ladder_semantic_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\retriever_ladder_semantic_blind\manifest_retriever_ladder_20260920_091523.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_cells,360,
gate_pilot_20260920_091804,2026-09-20T09:18:10.024964+00:00,P5-gate-pilot,16_gate_pilot.py,experiments/16_gate_pilot.py --runs results/M2_team_dev_conditioned_continuous results/M4_intersection_dev_conditioned_continuous --tag conditioned,results\gate_pilot_conditioned,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_pilot_conditioned\manifest_gate_pilot_20260920_091804.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,max_oof_auc,0.5550396825396825,
M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1_20260920_091954,2026-09-20T09:24:14.175030+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --lift laplace_eb --prior-strength 10 --scale-mode pool_std --pool-lambda 1 --feedback-protocol blind,results\M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1\manifest_M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1_20260920_091954.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.00724,details=M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1_20260920_092413_details.json
M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_092748,2026-09-20T09:31:31.629751+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind,results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2\manifest_M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_092748.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.00959,details=M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_093130_details.json
M4_intersection_dev_blind_continuous_liftlaplace_eb_pool_std0.5_hybrid_rrf_20260920_093356,2026-09-20T09:42:24.938201+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --retriever hybrid_rrf --feedback-protocol blind,results\M4_intersection_dev_blind_continuous_liftlaplace_eb_pool_std0.5_hybrid_rrf,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_blind_continuous_liftlaplace_eb_pool_std0.5_hybrid_rrf\manifest_M4_intersection_dev_blind_continuous_liftlaplace_eb_pool_std0.5_hybrid_rrf_20260920_093356.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.00597,details=M4_intersection_dev_blind_continuous_liftlaplace_eb_pool_std0.5_hybrid_rrf_20260920_094224_details.json
M4_intersection_dev_conditioned_continuous_liftlaplace_eb_k10_pool_std1_20260920_094435,2026-09-20T09:49:27.928758+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --lift laplace_eb --prior-strength 10 --scale-mode pool_std --pool-lambda 1 --feedback-protocol conditioned,results\M4_intersection_dev_conditioned_continuous_liftlaplace_eb_k10_pool_std1,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_conditioned_continuous_liftlaplace_eb_k10_pool_std1\manifest_M4_intersection_dev_conditioned_continuous_liftlaplace_eb_k10_pool_std1_20260920_094435.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.00799,details=M4_intersection_dev_conditioned_continuous_liftlaplace_eb_k10_pool_std1_20260920_094926_details.json
gate_pilot_20260920_101309,2026-09-20T10:13:19.348609+00:00,P5-gate-pilot,16_gate_pilot.py,experiments/16_gate_pilot.py --runs results/M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2 results/M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std1 --feedback-protocol blind --tag blind_eb,results\gate_pilot_blind_eb,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_pilot_blind_eb\manifest_gate_pilot_20260920_101309.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,max_oof_auc,0.706557072536454,
M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std2_ce_rerank_20260920_103346,2026-09-20T10:47:08.819186+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --lift laplace_eb --prior-strength 10 --scale-mode pool_std --pool-lambda 2 --retriever ce_rerank --feedback-protocol blind,results\M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std2_ce_rerank,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std2_ce_rerank\manifest_M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std2_ce_rerank_20260920_103346.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.00408,details=M4_intersection_dev_blind_continuous_liftlaplace_eb_k10_pool_std2_ce_rerank_20260920_104706_details.json
M5_backoff_dev_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_105716,2026-09-20T11:06:48.567670+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol conditioned,results\M5_backoff_dev_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_dev_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2\manifest_M5_backoff_dev_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_105716.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.0046,details=M5_backoff_dev_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_110646_details.json
rescore_20260920_101624,2026-09-20T12:31:43.135209+00:00,P1.2-rescore,08_rescore.py,experiments/08_rescore.py --runs *liftlaplace_eb* --force,results\rescored,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\rescored\manifest_rescore_20260920_101624.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_runs,4,
M5_backoff_eval_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_133018,2026-09-20T13:38:58.454033+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --split eval,results\M5_backoff_eval_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_eval_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2\manifest_M5_backoff_eval_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_133018.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.00166,details=M5_backoff_eval_conditioned_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_133856_details.json
M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_132729,2026-09-20T13:39:02.058810+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --split eval,results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2\manifest_M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_132729.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.00215,details=M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_20260920_133900_details.json
M4_intersection_eval_conditioned_continuous_20260920_134030,2026-09-20T13:48:28.511516+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --split eval,results\M4_intersection_eval_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_conditioned_continuous\manifest_M4_intersection_eval_conditioned_continuous_20260920_134030.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.01512,details=M4_intersection_eval_conditioned_continuous_20260920_134826_details.json
M2_team_eval_conditioned_continuous_20260920_134039,2026-09-20T13:48:49.535238+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --split eval,results\M2_team_eval_conditioned_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_eval_conditioned_continuous\manifest_M2_team_eval_conditioned_continuous_20260920_134039.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.01377,details=M2_team_eval_conditioned_continuous_20260920_134848_details.json
M2_team_eval_blind_continuous_20260920_171109,2026-09-20T17:19:14.108650+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M2_team --feedback-protocol blind --split eval,results\M2_team_eval_blind_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M2_team_eval_blind_continuous\manifest_M2_team_eval_blind_continuous_20260920_171109.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.03827,details=M2_team_eval_blind_continuous_20260920_171912_details.json
M4_intersection_eval_blind_continuous_20260920_171109,2026-09-20T17:19:14.790347+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M4_intersection --feedback-protocol blind --split eval,results\M4_intersection_eval_blind_continuous,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M4_intersection_eval_blind_continuous\manifest_M4_intersection_eval_blind_continuous_20260920_171109.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.03832,details=M4_intersection_eval_blind_continuous_20260920_171913_details.json
M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_disjoint_20260920_172720,2026-09-20T17:34:14.991669+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --split eval --regime disjoint,results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_disjoint,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_disjoint\manifest_M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_disjoint_20260920_172720.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.0051,details=M5_backoff_eval_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_disjoint_20260920_173414_details.json
M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed123_20260920_180151,2026-09-20T18:08:10.201011+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --seed 123,results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed123,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed123\manifest_M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed123_20260920_180151.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,0.00492,details=M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed123_20260920_180807_details.json
M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed456_20260920_180230,2026-09-20T18:08:29.166830+00:00,P4-generation,04_evaluate.py,experiments/04_evaluate.py --method M5_backoff --lift laplace_eb --prior-strength 2 --scale-mode pool_std --pool-lambda 0.5 --min-evidence 2 --feedback-protocol blind --seed 456,results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed456,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed456\manifest_M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed456_20260920_180230.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,mean_delta_cosine,-0.00085,details=M5_backoff_dev_blind_continuous_liftlaplace_eb_pool_std0.5_minev2_seed456_20260920_180828_details.json
rescore_20260920_181006,2026-09-20T21:40:50.171589+00:00,P1.2-rescore,08_rescore.py,experiments/08_rescore.py --runs *M5_backoff*liftlaplace_eb* M4_intersection_dev*_eval* M2_team_dev*_eval* --force,results\rescored,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\rescored\manifest_rescore_20260920_181006.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,n_runs,7,
gate_pilot_20260920_214436,2026-09-20T21:44:52.089290+00:00,P5-gate-pilot,16_gate_pilot.py,experiments/16_gate_pilot.py --runs results/M2_team_eval_blind_continuous results/M4_intersection_eval_blind_continuous --feedback-protocol blind --tag eval_blind,results\gate_pilot_eval_blind,C:\Users\ailab\Documents\code\financial-pilot-ea\paper_ieee_access\results\gate_pilot_eval_blind\manifest_gate_pilot_20260920_214436.json,5f14ac60755fa6c553e9f6eb742718fc04f0e6b9,True,max_oof_auc,0.6582458356359043,
